ID_key,country,level,level_id,level_name,country_id,district_coop_id,community_id,district_coop_desc,comm_desc,society_desc,colcen_desc,full_name,colcen_id,mobile_num,farm_units,name,national_id
1_2_3_6541,1_2,3,6541,KWAPONG B/6541,2,29,6541,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1492,1_2,3,1492,KWAPONG/1492,2,29,1492,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1498,1_2,3,1498,KWASI AWUAH/1498,2,24,1498,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_8044,1_2,3,8044,KWASI WORO/8044,2,30,8044,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_1499,1_2,3,1499,KWASIKOMFO/1499,2,24,1499,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6607,1_2,3,6607,KWASO TT/6607,2,29,6607,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_2633,1_2,3,2633,KWAWU ROME/2633,2,66,2633,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_1535,1_2,3,1535,KYEREMASE/1535,2,24,1535,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_3399,1_2,3,3399,MAMPONG/3399,2,50,3399,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_1564,1_2,3,1564,MAMPONTEN/1564,2,30,1564,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_2355,1_2,3,2355,MANSASO/2355,2,29,2355,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6608,1_2,3,6608,MANSO C/6608,2,24,6608,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6542,1_2,3,6542,MANSO/6542,2,24,6542,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_7289,1_2,3,7289,MANSO/7289,2,24,7289,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_3427,1_2,3,3427,MANTE/3427,2,50,3427,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_1601,1_2,3,1601,MANYA/1601,2,66,1601,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_6543,1_2,3,6543,MANYA/6543,2,66,6543,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_1613,1_2,3,1613,MEHAME A/1613,2,73,1613,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_1614,1_2,3,1614,MEHAME/1614,2,73,1614,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_1624,1_2,3,1624,MENSAHKROM/1624,2,29,1624,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1647,1_2,3,1647,MFRANOR A/1647,2,66,1647,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_6544,1_2,3,6544,MFRANOR/6544,2,66,6544,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_1667,1_2,3,1667,MMESO/1667,2,29,1667,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1679,1_2,3,1679,MOFFRAM/1679,2,24,1679,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_1698,1_2,3,1698,MUKYIAM 1/1698,2,24,1698,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_1699,1_2,3,1699,MUKYIAM 3/1699,2,24,1699,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_7689,1_2,3,7689,MUKYIAM ASASETI/7689,2,24,7689,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_1717,1_2,3,1717,NANKESE B/1717,2,65,1717,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_1724,1_2,3,1724,NEW JEJETI A/1724,2,67,1724,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_1739,1_2,3,1739,NKAWANDA 1/1739,2,67,1739,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_6546,1_2,3,6546,NKAWANDA NO.1/6546,2,67,6546,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_6611,1_2,3,6611,NKAWANDA/6611,2,67,6611,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_1748,1_2,3,1748,NKRAMOFUOM/1748,2,57,1748,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_1762,1_2,3,1762,NKRONSO/1762,2,66,1762,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_1771,1_2,3,1771,NKUKUASA/1771,2,57,1771,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_1819,1_2,3,1819,NSUAPEM/1819,2,30,1819,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_1824,1_2,3,1824,NTABEA/1824,2,65,1824,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_1831,1_2,3,1831,NTIKROM/1831,2,73,1831,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_8421,1_2,3,8421,NTIKROM/8421,2,73,8421,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_1850,1_2,3,1850,NTRONANG/1850,2,50,1850,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_1856,1_2,3,1856,NWOWASU/1856,2,30,1856,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_1880,1_2,3,1880,NYAMEBEKYERE/1880,2,24,1880,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6980,1_2,3,6980,NYINAHINI A/6980,2,29,6980,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1919,1_2,3,1919,OBOBA/1919,2,57,1919,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6612,1_2,3,6612,OBOUTUMPAN/6612,2,66,6612,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_1920,1_2,3,1920,OBOYAMBO/1920,2,24,1920,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6548,1_2,3,6548,OBOYEMBO/6548,2,24,6548,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_1921,1_2,3,1921,OBRETEMA/1921,2,65,1921,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6547,1_2,3,6547,OBUOTUMPAN/6547,2,24,6547,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_1932,1_2,3,1932,ODUMAHAMA/1932,2,50,1932,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_6549,1_2,3,6549,ODUMASE 1/6549,2,24,6549,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6550,1_2,3,6550,ODUMASE 3/6550,2,24,6550,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6552,1_2,3,6552,OLD BROSANKRO/6552,2,30,6552,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_1455,1_2,3,1455,OLD JEJETI B/1455,2,67,1455,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_8492,1_2,3,8492,OLD JEJETI/8492,2,67,8492,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_1971,1_2,3,1971,OLDMANKROM/1971,2,30,1971,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_1974,1_2,3,1974,OMENAKO B/1974,2,66,1974,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_6617,1_2,3,6617,OMENAKO/6617,2,65,6617,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_8800,1_2,3,8800,ONAKWASE/8800,2,66,8800,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_6553,1_2,3,6553,OSENHO/6553,2,24,6553,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_1999,1_2,3,1999,OSINHO/1999,2,24,1999,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6555,1_2,3,6555,OSOROASE KROBOM/6555,2,65,6555,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6621,1_2,3,6621,OSOROASE KROBOM/6621,2,67,6621,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_6556,1_2,3,6556,OTAIPRO/6556,2,24,6556,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6622,1_2,3,6622,OTAIPRO/6622,2,24,6622,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_2001,1_2,3,2001,OTEIPRO/2001,2,24,2001,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_8881,1_2,3,8881,OTIBA B/8881,2,24,8881,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_2002,1_2,3,2002,OTIBA/2002,2,24,2002,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_2005,1_2,3,2005,OTWEBEDIADUA 1/2005,2,65,2005,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6623,1_2,3,6623,OTWIE 1/6623,2,65,6623,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6557,1_2,3,6557,OTWIE 2/6557,2,65,6557,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6624,1_2,3,6624,OTWIE 2/6624,2,65,6624,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6558,1_2,3,6558,OWARAKESIM/6558,2,50,6558,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_6626,1_2,3,6626,OWARAM/6626,2,50,6626,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_2010,1_2,3,2010,OWORAKESIM/2010,2,50,2010,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_6627,1_2,3,6627,OWURAKESIM/6627,2,50,6627,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_2011,1_2,3,2011,OWURAM A/2011,2,50,2011,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_2012,1_2,3,2012,OWURAM B/2012,2,50,2012,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_2024,1_2,3,2024,PAKAHO/2024,2,66,2024,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_3402,1_2,3,3402,PESEWOKROM/3402,2,29,3402,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_8801,1_2,3,8801,POTROASE/8801,2,66,8801,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_2081,1_2,3,2081,QUARSHIE/2081,2,50,2081,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_2087,1_2,3,2087,SAAKROM/2087,2,73,2087,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_7899,1_2,3,7899,SABENA/7899,2,57,7899,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_2091,1_2,3,2091,SABRONUM CAMP/2091,2,73,2091,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_2094,1_2,3,2094,SAGYEMASE/2094,2,65,2094,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_2109,1_2,3,2109,SANKUBENASE A/2109,2,67,2109,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_2120,1_2,3,2120,SARPONGKROM/2120,2,29,2120,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6629,1_2,3,6629,SEGYEMASE/6629,2,65,6629,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6560,1_2,3,6560,SEGYIMASE/6560,2,65,6560,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6630,1_2,3,6630,SEGYIMASE/6630,2,65,6630,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_3475,1_2,3,3475,SEKYERE/3475,2,67,3475,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_3397,1_2,3,3397,SIISO/3397,2,29,3397,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_7571,1_2,3,7571,SUBRISO/7571,2,65,7571,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6561,1_2,3,6561,SUKURAN/6561,2,24,6561,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_2191,1_2,3,2191,SUNKURANG/2191,2,24,2191,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_2192,1_2,3,2192,SUNKWA-KY/2192,2,24,2192,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_2195,1_2,3,2195,SUPONSO/2195,2,50,2195,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_2264,1_2,3,2264,TONTRO/2264,2,65,2264,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_8795,1_2,3,8795,TONTRO/8795,2,65,8795,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_2271,1_2,3,2271,TUMFA/2271,2,67,2271,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_8048,1_2,3,8048,WARABEBA/8048,2,30,8048,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_6562,1_2,3,6562,WURAKESIM/6562,2,50,6562,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_2321,1_2,3,2321,YAWBAAFIKROM/2321,2,29,2321,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6564,1_2,3,6564,YAWBAAFIKROM/6564,2,29,6564,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_2322,1_2,3,2322,YAWBARFIKROM/2322,2,29,2322,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_2323,1_2,3,2323,YAWBOADIKROM/2323,2,73,2323,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_4_8468,1_2,4,8468,ABAKOASE/8468,2,67,8468,1_2_67,1_2_4,1_2_67_8468,,,,,,,
1_2_4_8827,1_2,4,8827,ABESEWA/8827,2,30,8827,1_2_30,1_2_4,1_2_30_8827,,,,,,,
1_2_4_12,1_2,4,12,ABESIM/12,2,30,12,1_2_30,1_2_4,1_2_30_12,,,,,,,
1_2_4_18,1_2,4,18,ABISIM-YEBOAH/18,2,65,18,1_2_65,1_2_4,1_2_65_18,,,,,,,
1_2_4_51,1_2,4,51,ABOKOTWE/51,2,50,51,1_2_50,1_2_4,1_2_50_51,,,,,,,
1_2_4_6568,1_2,4,6568,ABOMOSU/6568,2,67,6568,1_2_67,1_2_4,1_2_67_6568,,,,,,,
1_2_4_6505,1_2,4,6505,ABONGO TT/6505,2,29,6505,1_2_29,1_2_4,1_2_29_6505,,,,,,,
1_2_4_54,1_2,4,54,ABONGOKROM T/T/54,2,29,54,1_2_29,1_2_4,1_2_29_54,,,,,,,
1_2_4_2515,1_2,4,2515,ABUOM A/2515,2,29,2515,1_2_29,1_2_4,1_2_29_2515,,,,,,,
1_2_4_82,1_2,4,82,ABUOM A/82,2,29,82,1_2_29,1_2_4,1_2_29_82,,,,,,,
1_2_4_83,1_2,4,83,"ABUOM 'A'/83",2,29,83,1_2_29,1_2_4,1_2_29_83,,,,,,,
1_2_4_3587,1_2,4,3587,ABUOM/3587,2,29,3587,1_2_29,1_2_4,1_2_29_3587,,,,,,,
1_2_4_8470,1_2,4,8470,ACCRA VILLAGE/8470,2,65,8470,1_2_65,1_2_4,1_2_65_8470,,,,,,,
1_2_4_95,1_2,4,95,ACHIANO  A/95,2,57,95,1_2_57,1_2_4,1_2_57_95,,,,,,,
1_2_4_6130,1_2,4,6130,ACHIANO/6130,2,57,6130,1_2_57,1_2_4,1_2_57_6130,,,,,,,
1_2_4_6570,1_2,4,6570,ACHIANSA/6570,2,66,6570,1_2_66,1_2_4,1_2_66_6570,,,,,,,
1_2_4_99,1_2,4,99,ACHIASE A/99,2,24,99,1_2_24,1_2_4,1_2_24_99,,,,,,,
1_2_4_101,1_2,4,101,ACHIASE B/101,2,24,101,1_2_24,1_2_4,1_2_24_101,,,,,,,
1_2_4_104,1_2,4,104,ACHIASE B/104,2,24,104,1_2_24,1_2_4,1_2_24_104,,,,,,,
1_2_4_107,1_2,4,107,ACHIASE DOTIEM/107,2,73,107,1_2_73,1_2_4,1_2_73_107,,,,,,,
1_2_4_112,1_2,4,112,ADA/112,2,50,112,1_2_50,1_2_4,1_2_50_112,,,,,,,
1_2_4_125,1_2,4,125,ADARKWA/125,2,65,125,1_2_65,1_2_4,1_2_65_125,,,,,,,
1_2_4_6506,1_2,4,6506,ADASAWASE/6506,2,65,6506,1_2_65,1_2_4,1_2_65_6506,,,,,,,
1_2_4_139,1_2,4,139,ADDONKWANTA/139,2,66,139,1_2_66,1_2_4,1_2_66_139,,,,,,,
1_2_4_158,1_2,4,158,ADJEIKROM/158,2,29,158,1_2_29,1_2_4,1_2_29_158,,,,,,,
1_2_4_162,1_2,4,162,ADJOBUE/162,2,24,162,1_2_24,1_2_4,1_2_24_162,,,,,,,
1_2_4_6571,1_2,4,6571,ADJORBUE/6571,2,24,6571,1_2_24,1_2_4,1_2_24_6571,,,,,,,
1_2_4_8879,1_2,4,8879,ADUASA B/8879,2,24,8879,1_2_24,1_2_4,1_2_24_8879,,,,,,,
1_2_4_168,1_2,4,168,ADUASA/168,2,24,168,1_2_24,1_2_4,1_2_24_168,,,,,,,
1_2_4_8420,1_2,4,8420,ADUGYAMA/8420,2,73,8420,1_2_73,1_2_4,1_2_73_8420,,,,,,,
1_2_4_173,1_2,4,173,ADUKROM/173,2,65,173,1_2_65,1_2_4,1_2_65_173,,,,,,,
1_2_4_175,1_2,4,175,ADUMASAA/175,2,65,175,1_2_65,1_2_4,1_2_65_175,,,,,,,
1_2_4_182,1_2,4,182,ADWUMAKASE/182,2,29,182,1_2_29,1_2_4,1_2_29_182,,,,,,,
1_2_4_7372,1_2,4,7372,AFEREWAAH /7372,2,50,7372,1_2_50,1_2_4,1_2_50_7372,,,,,,,
1_2_4_214,1_2,4,214,AFRANSE/214,2,24,214,1_2_24,1_2_4,1_2_24_214,,,,,,,
1_2_4_6509,1_2,4,6509,AGYA AYE/6509,2,50,6509,1_2_50,1_2_4,1_2_50_6509,,,,,,,
1_2_4_232,1_2,4,232,AGYA AYEH/232,2,50,232,1_2_50,1_2_4,1_2_50_232,,,,,,,
1_2_4_8960,1_2,4,8960,AHANTAH /8960,2,50,8960,1_2_50,1_2_4,1_2_50_8960,,,,,,,
1_2_4_8964,1_2,4,8964,AHANTAH /8964,2,50,8964,1_2_50,1_2_4,1_2_50_8964,,,,,,,
1_2_4_261,1_2,4,261,AKANTENG/261,2,50,261,1_2_50,1_2_4,1_2_50_261,,,,,,,
1_2_4_263,1_2,4,263,AKIM HEMANG/263,2,65,263,1_2_65,1_2_4,1_2_65_263,,,,,,,
1_2_4_264,1_2,4,264,AKIM SWEDRU/264,2,24,264,1_2_24,1_2_4,1_2_24_264,,,,,,,
1_2_4_271,1_2,4,271,AKOOKO/271,2,65,271,1_2_65,1_2_4,1_2_65_271,,,,,,,
1_2_4_272,1_2,4,272,AKOOSO/272,2,65,272,1_2_65,1_2_4,1_2_65_272,,,,,,,
1_2_4_275,1_2,4,275,AKOTE TRIO/275,2,65,275,1_2_65,1_2_4,1_2_65_275,,,,,,,
1_2_4_289,1_2,4,289,AKROSO/289,2,24,289,1_2_24,1_2_4,1_2_24_289,,,,,,,
1_2_4_6512,1_2,4,6512,AKUKUSO/6512,2,67,6512,1_2_67,1_2_4,1_2_67_6512,,,,,,,
1_2_4_6576,1_2,4,6576,AKUKUSO/6576,2,67,6576,1_2_67,1_2_4,1_2_67_6576,,,,,,,
1_2_4_293,1_2,4,293,AKURAKESE/293,2,50,293,1_2_50,1_2_4,1_2_50_293,,,,,,,
1_2_4_294,1_2,4,294,AKURAKESE/294,2,50,294,1_2_50,1_2_4,1_2_50_294,,,,,,,
1_2_4_297,1_2,4,297,AKUTUASE/297,2,67,297,1_2_67,1_2_4,1_2_67_297,,,,,,,
1_2_4_3480,1_2,4,3480,AKWADUM/3480,2,50,3480,1_2_50,1_2_4,1_2_50_3480,,,,,,,
1_2_4_299,1_2,4,299,AKWASIADU/299,2,50,299,1_2_50,1_2_4,1_2_50_299,,,,,,,
1_2_4_300,1_2,4,300,AKWATIAKROM/300,2,73,300,1_2_73,1_2_4,1_2_73_300,,,,,,,
1_2_4_8037,1_2,4,8037,AKYIAAKROM/8037,2,30,8037,1_2_30,1_2_4,1_2_30_8037,,,,,,,
1_2_4_313,1_2,4,313,ALAVANYO/313,2,29,313,1_2_29,1_2_4,1_2_29_313,,,,,,,
1_2_4_3425,1_2,4,3425,AMANFROM/3425,2,50,3425,1_2_50,1_2_4,1_2_50_3425,,,,,,,
1_2_4_3269,1_2,4,3269,AMANHYIA C/3269,2,65,3269,1_2_65,1_2_4,1_2_65_3269,,,,,,,
1_2_4_328,1_2,4,328,AMANHYIA/328,2,65,328,1_2_65,1_2_4,1_2_65_328,,,,,,,
1_2_4_335,1_2,4,335,AMANKWAKROM/335,2,29,335,1_2_29,1_2_4,1_2_29_335,,,,,,,
1_2_4_336,1_2,4,336,AMANKWAKROM/336,2,29,336,1_2_29,1_2_4,1_2_29_336,,,,,,,
1_2_4_339,1_2,4,339,AMANTRA/339,2,50,339,1_2_50,1_2_4,1_2_50_339,,,,,,,
1_2_4_340,1_2,4,340,AMEKUKROM/340,2,29,340,1_2_29,1_2_4,1_2_29_340,,,,,,,
1_2_4_360,1_2,4,360,AMOANI B/360,2,57,360,1_2_57,1_2_4,1_2_57_360,,,,,,,
1_2_4_6171,1_2,4,6171,AMOANI B/6171,2,57,6171,1_2_57,1_2_4,1_2_57_6171,,,,,,,
1_2_4_3218,1_2,4,3218,AMOWIE/3218,2,50,3218,1_2_50,1_2_4,1_2_50_3218,,,,,,,
1_2_4_6184,1_2,4,6184,AMUNI/6184,2,24,6184,1_2_24,1_2_4,1_2_24_6184,,,,,,,
1_2_4_444,1_2,4,444,ANGO/444,2,73,444,1_2_73,1_2_4,1_2_73_444,,,,,,,
1_2_4_385,1_2,4,385,ANHUNTAM/385,2,57,385,1_2_57,1_2_4,1_2_57_385,,,,,,,
1_2_4_389,1_2,4,389,ANHWIEFITAMU/389,2,57,389,1_2_57,1_2_4,1_2_57_389,,,,,,,
1_2_4_3042,1_2,4,3042,ANIAPE/3042,2,29,3042,1_2_29,1_2_4,1_2_29_3042,,,,,,,
1_2_4_8689,1_2,4,8689,ANIAPE/8689,2,29,8689,1_2_29,1_2_4,1_2_29_8689,,,,,,,
1_2_4_7060,1_2,4,7060,ANOKYEKROM/7060,2,29,7060,1_2_29,1_2_4,1_2_29_7060,,,,,,,
1_2_4_412,1_2,4,412,ANUM/412,2,29,412,1_2_29,1_2_4,1_2_29_412,,,,,,,
1_2_4_3382,1_2,4,3382,ANYINAM KOTOKU/3382,2,24,3382,1_2_24,1_2_4,1_2_24_3382,,,,,,,
1_2_4_454,1_2,4,454,ANYINAM/454,2,67,454,1_2_67,1_2_4,1_2_67_454,,,,,,,
1_2_4_465,1_2,4,465,APEDWA A/465,2,65,465,1_2_65,1_2_4,1_2_65_465,,,,,,,
1_2_4_466,1_2,4,466,APEDWA C/466,2,66,466,1_2_66,1_2_4,1_2_66_466,,,,,,,
1_2_4_467,1_2,4,467,APEDWA DANSOMAN/467,2,66,467,1_2_66,1_2_4,1_2_66_467,,,,,,,
1_2_4_464,1_2,4,464,APEDWA/464,2,65,464,1_2_65,1_2_4,1_2_65_464,,,,,,,
1_2_4_8038,1_2,4,8038,APENAMADI/8038,2,30,8038,1_2_30,1_2_4,1_2_30_8038,,,,,,,
1_2_4_8039,1_2,4,8039,APESIKA/8039,2,30,8039,1_2_30,1_2_4,1_2_30_8039,,,,,,,
1_2_4_475,1_2,4,475,APOLI NINGO 2/475,2,24,475,1_2_24,1_2_4,1_2_24_475,,,,,,,
1_2_4_476,1_2,4,476,APOLI NINGO 3/476,2,24,476,1_2_24,1_2_4,1_2_24_476,,,,,,,
1_2_4_477,1_2,4,477,APOLI TOWN/477,2,24,477,1_2_24,1_2_4,1_2_24_477,,,,,,,
1_2_4_6645,1_2,4,6645,APONAPONOSO/6645,2,73,6645,1_2_73,1_2_4,1_2_73_6645,,,,,,,
1_2_4_480,1_2,4,480,APONOPONOSO/480,2,73,480,1_2_73,1_2_4,1_2_73_480,,,,,,,
1_2_4_485,1_2,4,485,APREKU/485,2,24,485,1_2_24,1_2_4,1_2_24_485,,,,,,,
1_2_4_2557,1_2,4,2557,ASAMAN/2557,2,50,2557,1_2_50,1_2_4,1_2_50_2557,,,,,,,
1_2_4_6206,1_2,4,6206,ASASETRE/6206,2,24,6206,1_2_24,1_2_4,1_2_24_6206,,,,,,,
1_2_4_535,1_2,4,535,ASEMPANAYE I/535,2,57,535,1_2_57,1_2_4,1_2_57_535,,,,,,,
1_2_4_6881,1_2,4,6881,ASEMPANAYE/6881,2,57,6881,1_2_57,1_2_4,1_2_57_6881,,,,,,,
1_2_4_538,1_2,4,538,ASENE/538,2,24,538,1_2_24,1_2_4,1_2_24_538,,,,,,,
1_2_4_6515,1_2,4,6515,ASIAKWA/6515,2,65,6515,1_2_65,1_2_4,1_2_65_6515,,,,,,,
1_2_4_6580,1_2,4,6580,ASIAKWA/6580,2,30,6580,1_2_30,1_2_4,1_2_30_6580,,,,,,,
1_2_4_549,1_2,4,549,ASIEDU/549,2,65,549,1_2_65,1_2_4,1_2_65_549,,,,,,,
1_2_4_552,1_2,4,552,ASIKASU/552,2,65,552,1_2_65,1_2_4,1_2_65_552,,,,,,,
1_2_4_6517,1_2,4,6517,ASOKORE/6517,2,65,6517,1_2_65,1_2_4,1_2_65_6517,,,,,,,
1_2_4_6582,1_2,4,6582,ASOKORE/6582,2,29,6582,1_2_29,1_2_4,1_2_29_6582,,,,,,,
1_2_4_6213,1_2,4,6213,ASSIN BREKU/6213,2,57,6213,1_2_57,1_2_4,1_2_57_6213,,,,,,,
1_2_4_6584,1_2,4,6584,ASUBOA/6584,2,24,6584,1_2_24,1_2_4,1_2_24_6584,,,,,,,
1_2_4_567,1_2,4,567,ASUBOAH/567,2,24,567,1_2_24,1_2_4,1_2_24_567,,,,,,,
1_2_4_569,1_2,4,569,ASUKESE/569,2,30,569,1_2_30,1_2_4,1_2_30_569,,,,,,,
1_2_4_3477,1_2,4,3477,ASUNAFO A/3477,2,67,3477,1_2_67,1_2_4,1_2_67_3477,,,,,,,
1_2_4_573,1_2,4,573,ASUOFORI/573,2,50,573,1_2_50,1_2_4,1_2_50_573,,,,,,,
1_2_4_583,1_2,4,583,ASUOKOR/583,2,65,583,1_2_65,1_2_4,1_2_65_583,,,,,,,
1_2_4_6583,1_2,4,6583,ASUOSO/6583,2,24,6583,1_2_24,1_2_4,1_2_24_6583,,,,,,,
1_2_4_7889,1_2,4,7889,ATENTAN B/7889,2,57,7889,1_2_57,1_2_4,1_2_57_7889,,,,,,,
1_2_4_7511,1_2,4,7511,ATENTAN/7511,2,57,7511,1_2_57,1_2_4,1_2_57_7511,,,,,,,
1_2_4_602,1_2,4,602,ATIEBU/602,2,66,602,1_2_66,1_2_4,1_2_66_602,,,,,,,
1_2_4_617,1_2,4,617,ATOBRISO/617,2,50,617,1_2_50,1_2_4,1_2_50_617,,,,,,,
1_2_4_5863,1_2,4,5863,ATONSU/5863,2,30,5863,1_2_30,1_2_4,1_2_30_5863,,,,,,,
1_2_4_618,1_2,4,618,ATONSU/618,2,30,618,1_2_30,1_2_4,1_2_30_618,,,,,,,
1_2_4_7313,1_2,4,7313,ATONSU/7313,2,30,7313,1_2_30,1_2_4,1_2_30_7313,,,,,,,
1_2_4_6518,1_2,4,6518,AWENARE/6518,2,65,6518,1_2_65,1_2_4,1_2_65_6518,,,,,,,
1_2_4_652,1_2,4,652,AWISA/652,2,24,652,1_2_24,1_2_4,1_2_24_652,,,,,,,
1_2_4_656,1_2,4,656,AWORABO A/656,2,57,656,1_2_57,1_2_4,1_2_57_656,,,,,,,
1_2_4_6232,1_2,4,6232,AWORABO B/6232,2,57,6232,1_2_57,1_2_4,1_2_57_6232,,,,,,,
1_2_4_6233,1_2,4,6233,AWORABO B/6233,2,57,6233,1_2_57,1_2_4,1_2_57_6233,,,,,,,
1_2_4_655,1_2,4,655,AWORABO B/655,2,57,655,1_2_57,1_2_4,1_2_57_655,,,,,,,
